time_s,s_analytical_mm,s_numerical_mm,v_analytical_mm_s,v_numerical_mm_s,G_L_analytical_K_mm,G_L_numerical_K_mm,G_S_numerical_K_mm,G_L_from_Stefan_balance_K_mm,h_bar_W_m2K,h_i_W_m2K,liquid_model,T_analytical_3mm_C,T_analytical_10mm_C,T_analytical_15mm_C,T_analytical_30mm_C,T_analytical_50mm_C,T_analytical_90mm_C,T_numerical_3mm_C,T_numerical_10mm_C,T_numerical_15mm_C,T_numerical_30mm_C,T_numerical_50mm_C,T_numerical_90mm_C
82.000279,79.14599931,79.56170271,0.64473275,0.64213345,0.63131406,0.54096830,5.02698199,4.61389720,4264.000000,inf,conduction,318.190570,356.068288,382.477490,458.063527,549.207231,666.348550,315.790219,353.397836,379.648641,454.950870,546.202202,667.252497
82.249986,79.30688896,79.72111283,0.64389129,0.63857411,0.63052805,0.58447865,4.11965332,2.52979641,4264.000000,inf,conduction,317.859784,355.696952,382.079510,457.598485,548.685492,666.254442,315.466681,353.034439,379.258900,454.493927,545.685233,667.142839
82.500263,79.46793469,79.89105590,0.64305129,0.63729023,0.62974348,0.76371004,3.17039457,0.32220584,4264.000000,inf,conduction,317.529413,355.326072,381.682006,457.133933,548.164147,666.160232,315.143540,352.671480,378.869620,454.037455,545.170603,667.029902
82.749971,79.62840530,80.04272069,0.64221653,0.64079820,0.62896387,0.54357076,5.01739473,4.60632968,4264.000000,inf,conduction,317.200950,354.957325,381.286778,456.671975,547.645556,666.066348,314.822258,352.310602,378.482562,453.583521,544.656836,666.923521
83.000247,79.78903271,80.19927098,0.64138320,0.63741857,0.62818566,0.56997546,4.23799665,2.81966915,4264.000000,inf,conduction,316.872891,354.589024,380.892017,456.210498,547.127351,665.972361,314.501365,351.950153,378.095953,453.130077,544.143103,666.814273
83.249955,79.94908762,80.36724081,0.64055507,0.63560234,0.62741236,0.72344600,3.27690456,0.59031047,4264.000000,inf,conduction,316.546722,354.222836,380.499509,455.751590,546.611878,665.878700,314.182312,351.591764,377.711544,452.679154,543.634142,666.700958
83.500232,80.10930003,80.52345635,0.63972832,0.63849086,0.62664043,0.55408317,4.86345346,4.27170642,4264.000000,inf,conduction,316.220949,353.857085,380.107458,455.293152,546.096781,665.784939,313.863638,351.233794,377.327576,452.228678,543.124349,666.594501
83.749940,80.26894251,80.67533340,0.63890671,0.63549140,0.62587336,0.55655547,4.37042391,3.15110245,4264.000000,inf,conduction,315.897047,353.493425,379.717638,454.837259,545.584395,665.691502,313.546787,350.877865,376.945786,451.780717,542.616282,666.486559
84.000216,80.42874319,80.84192939,0.63808646,0.63310165,0.62510763,0.68660627,3.39451942,0.89346128,4264.000000,inf,conduction,315.573532,353.130193,379.328265,454.381827,545.072377,665.597965,313.230308,350.522346,376.564427,451.333211,542.110457,666.372139
84.249924,80.58797650,81.00497223,0.63727129,0.63535632,0.62434669,0.60328202,4.06151598,2.42955885,4264.000000,inf,conduction,315.251870,352.769032,378.941101,453.928916,544.563046,665.504753,312.915633,350.168847,376.185226,450.888166,541.606831,666.265927
84.500201,80.74736867,81.15015448,0.63645746,0.63304119,0.62358706,0.54499658,4.50997770,3.50504258,4264.000000,inf,conduction,314.930587,352.408290,378.554374,453.476456,544.054076,665.411441,312.601322,349.815750,375.806446,450.443572,541.102224,666.159273
84.749908,80.90619599,81.31440659,0.63564864,0.63005904,0.62283218,0.65241123,3.52794162,1.23964805,4264.000000,inf,conduction,314.611137,352.049598,378.169836,453.026495,543.547771,665.318454,312.288797,349.464653,375.429802,450.001442,540.601676,666.043997
85.000185,81.06518285,81.48507206,0.63484113,0.63174279,0.62207858,0.97232736,2.69819554,-0.72125973,4264.000000,inf,conduction,314.292060,351.691316,377.785726,452.576974,543.041818,665.225368,311.976629,349.113949,375.053571,449.559728,540.101747,665.937352
85.249893,81.22360735,81.62315136,0.63403859,0.63042755,0.62132966,0.53554875,4.65611401,3.87621056,4264.000000,inf,conduction,313.974798,351.335065,377.403783,452.129929,542.538509,665.132607,311.666229,348.765227,374.679456,449.120450,539.602979,665.833049
85.500169,81.38219203,81.78550910,0.63323732,0.62655139,0.62058200,0.62192413,3.67364839,1.61976871,4264.000000,inf,conduction,313.657899,350.979215,377.022259,451.683316,542.035545,665.039747,311.356178,348.416889,374.305745,448.681606,539.105350,665.716091
85.749877,81.54021682,81.95427828,0.63244097,0.62771265,0.61983898,0.88102778,2.82175063,-0.38716871,4264.000000,inf,conduction,313.342799,350.625376,376.642881,451.239155,541.535203,664.947211,311.047879,348.070512,373.934129,448.245160,538.611172,665.609238
86.000154,81.69840242,82.09525401,0.63164587,0.62822404,0.61909718,0.52913113,4.79324681,4.22173604,4264.000000,inf,conduction,313.028055,350.271929,376.263914,450.795417,541.035197,664.854578,310.739921,347.724512,373.562909,447.809125,538.116017,665.507442
86.249861,81.85603058,82.25455528,0.63085563,0.62348641,0.61835996,0.59453233,3.83626415,2.03453685,4264.000000,inf,conduction,312.715091,349.920474,375.887072,450.354109,540.537792,664.762268,310.433697,347.380455,373.193763,447.375490,537.623578,665.389026
86.500138,82.01382017,82.42207310,0.63006661,0.62401036,0.61762395,0.80492455,2.95680610,-0.02981101,4264.000000,inf,conduction,312.402476,349.569404,375.510631,449.913214,540.040716,664.669861,310.127808,347.036766,372.825005,446.942254,537.132655,665.281122
86.749846,82.17105472,82.56610225,0.62928240,0.62709819,0.61689246,0.52696714,4.89782889,4.47906762,4264.000000,inf,conduction,312.091624,349.220306,375.136297,449.474728,539.546221,664.577777,309.823636,346.695002,372.458302,446.511375,536.643349,665.182901
87.000122,82.32845133,82.72239386,0.62849939,0.62304602,0.61616215,0.57096965,4.01132886,2.44920907,4264.000000,inf,conduction,311.781113,348.871584,374.762355,449.036646,539.052047,664.485597,309.519792,346.353598,372.091978,446.080904,536.153935,665.062427
87.249830,82.48529528,82.88774064,0.62772113,0.62181870,0.61543632,0.73992248,3.10794107,0.34835681,4264.000000,inf,conduction,311.472349,348.524816,374.390498,448.600952,538.560433,664.393739,309.217649,346.014100,371.727690,445.652777,535.668267,664.953472
87.500107,82.64230187,83.03702629,0.62694405,0.62563044,0.61471164,0.53255541,4.88657835,4.46908275,4264.000000,inf,conduction,311.163918,348.178415,374.019027,448.165652,538.069132,664.301786,308.915825,345.674955,371.363772,445.225026,535.182500,664.858216
87.749814,82.79875818,83.18840419,0.62617167,0.62266799,0.61399139,0.55090842,4.20193630,2.89956697,4264.000000,inf,conduction,310.857217,347.833951,373.649621,447.732719,537.580371,664.210155,308.615688,345.337698,371.001872,444.799606,534.698445,664.737055
