time_s,s_analytical_mm,s_numerical_mm,v_analytical_mm_s,v_numerical_mm_s,G_L_analytical_K_mm,G_L_numerical_K_mm,G_S_numerical_K_mm,G_L_from_Stefan_balance_K_mm,h_bar_W_m2K,h_i_W_m2K,liquid_model,T_analytical_3mm_C,T_analytical_10mm_C,T_analytical_15mm_C,T_analytical_30mm_C,T_analytical_50mm_C,T_analytical_90mm_C,T_numerical_3mm_C,T_numerical_10mm_C,T_numerical_15mm_C,T_numerical_30mm_C,T_numerical_50mm_C,T_numerical_90mm_C
103.749883,92.45128637,92.77818184,0.58203298,0.57644355,0.57289718,0.56515253,3.40679024,1.55328273,4264.000000,inf,conduction,293.108879,327.888702,352.244422,422.556357,508.941841,652.533173,291.234550,325.796855,350.019390,420.055619,506.393781,650.984300
104.000159,92.59687836,92.93281351,0.58141609,0.57750174,0.57232354,0.76335380,2.67438620,-0.17281249,4264.000000,inf,conduction,292.857743,327.606324,351.941160,422.198442,508.531770,652.093268,290.988425,325.520009,349.721931,419.703761,505.988667,650.992052
104.249867,92.74198584,93.06454058,0.58080259,0.57807859,0.57175306,0.48512272,4.53358000,4.17250143,4264.000000,inf,conduction,292.607902,327.325397,351.639451,421.842328,508.123684,651.655229,290.743563,325.244581,349.425991,419.353670,505.585636,649.862634
104.500144,92.88727038,93.20816842,0.58018966,0.57579169,0.57118313,0.51888110,3.77669804,2.42637180,4264.000000,inf,conduction,292.358215,327.044638,351.337916,421.486387,507.715719,651.217057,290.498847,324.969312,349.130217,419.003745,505.182647,649.476901
104.749851,93.03207210,93.35974525,0.57958010,0.57475463,0.57061634,0.64442741,2.98927998,0.59484585,4264.000000,inf,conduction,292.109812,326.765320,351.037923,421.132234,507.309725,650.780743,290.255384,324.695450,348.835949,418.655575,504.781531,649.417019
105.000128,93.17705118,93.50649455,0.57897110,0.57511943,0.57005009,0.53512305,3.86844927,2.64861827,4264.000000,inf,conduction,291.861558,326.486165,350.738101,420.778250,506.903848,650.344295,290.012062,324.421743,348.541843,418.307568,504.380644,649.305971
105.249836,93.32154911,93.63811683,0.57836543,0.57429119,0.56948695,0.49076085,4.16373257,3.34900144,4264.000000,inf,conduction,291.614579,326.208439,350.439807,420.426040,506.499928,649.909695,289.769983,324.149431,348.249231,417.961301,503.981724,648.087994
105.500112,93.46622467,93.78649433,0.57776032,0.57259619,0.56892433,0.56760055,3.33815764,1.43549198,4264.000000,inf,conduction,291.367745,325.930873,350.141679,420.073994,506.096120,649.474961,289.528042,323.877270,347.956777,417.615192,503.582804,647.894682
105.749820,93.61042073,93.93980748,0.57715850,0.57309324,0.56836479,0.77204322,2.62494144,-0.23944081,4264.000000,inf,conduction,291.122175,325.654724,349.845069,419.723708,505.694257,649.042067,289.287335,323.606494,347.665805,417.270811,503.185826,647.836959
106.000097,93.75479471,94.06996945,0.57655723,0.57343599,0.56780577,0.48107199,4.48467258,4.10973847,4264.000000,inf,conduction,290.876747,325.378731,349.548620,419.373582,505.292502,648.609038,289.046762,323.335865,347.374987,416.926584,502.789061,646.932123
106.249804,93.89869082,94.21271322,0.57595923,0.57190283,0.56724980,0.51733641,3.72329572,2.34469207,4264.000000,inf,conduction,290.632573,325.104145,349.253676,419.025203,504.892677,648.177840,288.807414,323.066610,347.085641,416.584070,502.394150,646.449583
106.500081,94.04276513,94.36364683,0.57536176,0.57117883,0.56669434,0.64465908,2.94880678,0.53994180,4264.000000,inf,conduction,290.388538,324.829710,348.958890,418.676979,504.492957,647.746505,288.568195,322.797498,346.796443,416.241707,501.999271,646.312352
106.749789,94.18636320,94.50806500,0.57476753,0.57125803,0.56614190,0.52391982,3.95337143,2.89040320,4264.000000,inf,conduction,290.145747,324.556670,348.665597,418.330490,504.095154,647.316993,288.330191,322.529748,346.508705,415.901045,501.606372,646.206717
107.000065,94.33013972,94.63970714,0.57417382,0.57032575,0.56558995,0.48753981,4.12453517,3.30142362,4264.000000,inf,conduction,289.903091,324.283778,348.372458,417.984151,503.697452,646.887344,288.092314,322.262139,346.221113,415.560528,501.213614,645.129599
107.249773,94.47344162,94.78670914,0.57358332,0.56912851,0.56504100,0.56363646,3.31230030,1.41359424,4264.000000,inf,conduction,289.661669,324.012271,348.080800,417.639533,503.301654,646.459509,287.855643,321.995881,345.934969,415.221699,500.822649,644.846157
107.500050,94.61692223,94.93921878,0.57299333,0.56807237,0.56449253,0.76525684,2.60771579,-0.22383394,4264.000000,inf,conduction,289.420378,323.740907,347.789292,417.295062,502.905952,646.031536,287.619095,321.729759,345.648967,414.883012,500.431780,644.726588
107.749758,94.75992981,95.06822097,0.57240653,0.56837269,0.56394703,0.47760215,4.45876381,4.10549363,4264.000000,inf,conduction,289.180313,323.470917,347.499255,416.952299,502.512142,645.605368,287.383742,321.464980,345.364402,414.546001,500.042870,644.039567
108.000034,94.90311635,95.21006502,0.57182022,0.56863302,0.56340201,0.51222910,3.71077616,2.35180963,4264.000000,inf,conduction,288.940375,323.201068,347.209363,416.609679,502.118424,645.179062,287.148510,321.200332,345.079974,414.209126,499.654025,643.463954
108.249742,95.04583146,95.35943001,0.57123707,0.56810742,0.56285992,0.63472431,2.94632179,0.56833693,4264.000000,inf,conduction,288.701653,322.932581,346.920930,416.268754,501.726585,644.754552,286.914465,320.937016,344.796973,413.873916,499.266967,643.253669
108.500018,95.18872578,95.50491677,0.57065441,0.56768999,0.56231830,0.53658295,3.67670164,2.28255698,4264.000000,inf,conduction,288.463055,322.664231,346.632638,415.927968,501.334835,644.329902,286.680537,320.673828,344.514106,413.538838,498.880054,643.136031
108.749726,95.33115022,95.63374924,0.57007488,0.56656412,0.56177960,0.48250103,4.12814831,3.35178061,4264.000000,inf,conduction,288.225663,322.397233,346.345795,415.588864,500.944950,643.907041,286.447786,320.411962,344.232654,413.205411,498.495034,642.216146
109.000003,95.47375412,95.77968589,0.56949582,0.56507460,0.56124134,0.55402888,3.32387037,1.48583127,4264.000000,inf,conduction,287.988392,322.130368,346.059089,415.249895,500.555151,643.484039,286.215149,320.150220,343.951333,412.872113,498.110035,641.844663
109.250279,95.61621331,95.93087504,0.56891856,0.56449235,0.56070476,0.74316896,2.62280689,-0.14863398,4264.000000,inf,conduction,287.751781,321.864241,345.773172,414.911829,500.166322,643.061858,285.983154,319.889198,343.670779,412.539700,497.725974,641.664912
109.499987,95.75820497,96.06010007,0.56834438,0.56432224,0.56017106,0.47486419,4.44996889,4.13002462,4264.000000,inf,conduction,287.516362,321.599452,345.488686,414.575427,499.779340,642.641453,285.752322,319.629482,343.391625,412.208921,497.343812,641.181732
109.750264,95.90037643,96.20007246,0.56777066,0.56447001,0.55963779,0.50375977,3.73943545,2.46526196,4264.000000,inf,conduction,287.281059,321.334789,345.204332,414.239154,499.392438,642.220907,285.521600,319.369885,343.112596,411.878264,496.961728,640.527733
109.999972,96.04208189,96.34797912,0.56720001,0.56407155,0.55910737,0.61658631,2.97756694,0.68642560,4264.000000,inf,conduction,287.046939,321.071454,344.921399,413.904533,499.007370,641.802127,285.292033,319.111585,342.834956,411.549228,496.581392,640.245145
110.250248,96.18396738,96.50000000,0.56662980,0.56304549,0.55857739,0.91326993,2.11857693,-1.31274833,4264.000000,inf,conduction,286.812933,320.808242,344.638594,413.570037,498.622378,641.383205,285.062572,318.853402,342.557436,411.220312,496.201160,640.078726
110.499956,96.32538840,96.62112158,0.56606264,0.56183329,0.55805023,0.47631586,4.16782114,3.49733661,4264.000000,inf,conduction,286.580100,320.546348,344.357199,413.237181,498.239209,640.966041,284.834258,318.596505,342.281296,410.893005,495.822785,639.351220
110.750233,96.46698967,96.76528504,0.56549591,0.56152365,0.55752348,0.53947895,3.37383830,1.64234227,4264.000000,inf,conduction,286.347377,320.284573,344.075929,412.904445,497.856113,640.548734,284.606047,318.339721,342.005272,410.565813,495.444441,638.895811
110.999940,96.60812797,96.91463236,0.56493219,0.56059476,0.55699954,0.70831506,2.67127746,0.00823337,4264.000000,inf,conduction,286.115820,320.024106,343.796058,412.573337,497.474826,640.133178,284.378973,318.084214,341.730617,410.240219,495.067850,638.655966
111.250217,96.74944675,97.04571851,0.56436891,0.56002942,0.55647601,0.47424116,4.43537661,4.14368569,4264.000000,inf,conduction,285.884369,319.763756,343.516308,412.242347,497.093609,639.717477,284.151999,317.828817,341.456076,409.914737,494.691383,638.343896
111.499925,96.89030406,97.18264720,0.56380861,0.55975120,0.55595526,0.49270327,3.80981071,2.68254807,4264.000000,inf,conduction,285.654075,319.504703,343.237948,411.912973,496.714190,639.303519,283.926155,317.574687,341.182894,409.590840,494.316711,637.647284
111.750201,97.03134206,97.32915906,0.56324873,0.55961007,0.55543490,0.59190637,3.04412255,0.89190488,4264.000000,inf,conduction,285.423884,319.245763,342.959705,411.583712,496.334837,638.889415,283.700408,317.320664,340.909821,409.267051,493.942053,637.291139
111.999909,97.17192007,97.47946223,0.56269181,0.55762412,0.55491730,0.84626577,2.40090426,-0.59152906,4264.000000,inf,conduction,285.194841,318.988111,342.682841,411.256056,495.957270,638.477046,283.475782,317.067899,340.638097,408.944839,493.569160,637.073564
112.250186,97.31267898,97.60183302,0.56213530,0.55661284,0.55440009,0.46995789,4.23864236,3.72125419,4264.000000,inf,conduction,284.965900,318.730569,342.406091,410.928509,495.579766,638.064531,283.251250,316.815237,340.366480,408.622729,493.196384,636.535047
112.499893,97.45297939,97.74341545,0.56158173,0.55751320,0.55388561,0.52133958,3.46396024,1.89795842,4264.000000,inf,conduction,284.738097,318.474306,342.130709,410.602556,495.204036,637.653741,283.027830,316.563824,340.096202,408.302183,492.825346,636.004851
112.750170,97.59346089,97.89140102,0.56102856,0.55793744,0.55337152,0.66635084,2.75081069,0.22399278,4264.000000,inf,conduction,284.510392,318.218149,341.855439,410.276708,494.828366,637.242805,282.804502,316.312511,339.826027,407.981738,492.454324,635.702367
112.999878,97.73348534,98.02568209,0.56047830,0.55725349,0.55286012,0.48046384,4.32344993,3.91262382,4264.000000,inf,conduction,284.283818,317.963261,341.581526,409.952443,494.454458,636.833586,282.582278,316.062438,339.557180,407.662846,492.085074,635.478108
113.250154,97.87369109,98.15874997,0.55992844,0.55598887,0.55234911,0.48068588,3.91631465,2.97374506,4264.000000,inf,conduction,284.057339,317.708477,341.307722,409.628280,494.080606,636.424220,282.360143,315.812462,339.288435,407.344051,491.715914,634.822782
113.499862,98.01344125,98.30287577,0.55938146,0.55621731,0.55184077,0.56304039,3.14850932,1.17402988,4264.000000,inf,conduction,283.831982,317.454951,341.035265,409.305688,493.708506,636.016564,282.139104,315.563716,339.021008,407.026797,491.348450,634.396060
113.750139,98.15337290,98.45183722,0.55883486,0.55379520,0.55133280,0.77299727,2.49071620,-0.33866051,4264.000000,inf,conduction,283.606718,317.201527,340.762913,408.983195,493.336458,635.608759,281.918152,315.315064,338.753678,406.709637,490.981018,634.124473
113.999846,98.29285039,98.57609001,0.55829113,0.55277755,0.55082749,0.46521027,4.32403784,3.96385623,4264.000000,inf,conduction,283.382567,316.949353,340.491900,408.662261,492.966151,635.202656,281.698287,315.067634,338.487658,406.394008,490.615347,633.754270
114.250123,98.43250955,98.71503027,0.55774777,0.55424253,0.55032254,0.50192885,3.59108780,2.23195185,4264.000000,inf,conduction,283.158506,316.697276,340.220987,408.341423,492.595893,634.796403,281.478506,314.820295,338.221732,406.078468,490.249736,633.172973
114.499831,98.57171599,98.86073611,0.55720726,0.55471965,0.54982022,0.62068329,2.86585580,0.52911623,4264.000000,inf,conduction,282.935551,316.446440,339.951404,408.022134,492.227364,634.391845,281.259804,314.574169,337.957106,405.764449,489.885792,632.808212
114.750107,98.71110429,99.00348087,0.55666711,0.55298455,0.54931826,0.53496533,3.42647817,1.86066903,4264.000000,inf,conduction,282.712683,316.195699,339.681918,407.702936,491.858881,633.987135,281.041184,314.328131,337.692571,405.450517,489.521899,632.555162
114.999815,98.85004127,99.12814237,0.55612977,0.55173274,0.54881891,0.46920089,4.05734033,3.35124607,4264.000000,inf,conduction,282.490912,315.946189,339.413752,407.385277,491.492116,633.584113,280.823635,314.083297,337.429327,405.138095,489.159743,632.052129
115.250092,98.98916030,99.27007794,0.55559280,0.55288436,0.54831989,0.53333082,3.28908207,1.54018756,4264.000000,inf,conduction,282.269226,315.696771,339.145680,407.067705,491.125394,633.180938,280.606165,313.838548,337.166170,404.825755,488.797616,631.561325
115.499799,99.12782942,99.41682424,0.55505861,0.55110485,0.54782348,0.69970201,2.61393851,-0.02027198,4264.000000,inf,conduction,282.048629,315.448576,338.878918,406.751662,490.760379,632.779443,280.389760,313.594994,336.904295,404.514915,488.437145,631.235078
115.750076,99.26668075,99.54541417,0.55452478,0.54945585,0.54732739,0.46577076,4.36094812,4.08725013,4264.000000,inf,conduction,281.828113,315.200470,338.612247,406.435703,490.395404,632.377795,280.173430,313.351523,336.642505,404.204155,488.076736,630.962797
115.999784,99.40508356,99.67983168,0.55399372,0.55006863,0.54683388,0.48290205,3.75821341,2.66962794,4264.000000,inf,conduction,281.608680,314.953578,338.346878,406.121262,490.032125,631.977818,279.958156,313.109238,336.381987,403.894884,487.718028,630.401297
116.250060,99.54366877,99.82358344,0.55346300,0.55082186,0.54634069,0.57606144,3.01577951,0.92345310,4264.000000,inf,conduction,281.389325,314.706772,338.081596,405.806902,489.668883,631.577687,279.742956,312.867033,336.121552,403.585689,487.359332,629.974877
116.499768,99.68180683,99.97103223,0.55293502,0.54805564,0.54585006,0.80980111,2.38953790,-0.51155297,4264.000000,inf,conduction,281.171044,314.461171,337.817606,405.494049,489.307326,631.179220,279.528805,312.626007,335.862379,403.277974,487.002284,629.673452
116.750045,99.82012746,100.09206636,0.55240738,0.54684063,0.54535974,0.46071366,4.21220935,3.76823362,4264.000000,inf,conduction,280.952840,314.215653,337.553701,405.181274,488.945803,630.780598,279.314725,312.385057,335.603286,402.970332,486.645301,629.313380
116.999753,99.95800231,100.23043281,0.55188247,0.54903132,0.54487195,0.50472537,3.47087712,2.00862593,4264.000000,inf,conduction,280.735702,313.971331,337.291078,404.869995,488.585955,630.383632,279.101687,312.145277,335.345447,402.664158,486.289981,628.789218
117.250029,100.09605990,100.37536678,0.55135788,0.54881592,0.54438447,0.63263366,2.77065803,0.37205078,4264.000000,inf,conduction,280.518638,313.727090,337.028538,404.558792,488.226138,629.986511,278.888717,311.905571,335.087684,402.358055,485.934663,628.406620
117.499737,100.23367305,100.51172459,0.55083600,0.54644011,0.54389950,0.49018092,3.97742704,3.22314946,4264.000000,inf,conduction,280.302632,313.484038,336.767271,404.249075,487.867985,629.591038,278.676781,311.667027,334.831167,402.053410,485.580989,628.121632
117.750014,100.37146911,100.63895535,0.55031444,0.54590384,0.54341483,0.46670295,3.95673224,3.18068343,4264.000000,inf,conduction,280.086698,313.241062,336.506084,403.939430,487.509860,629.195409,278.464911,311.428554,334.574723,401.748833,485.227373,627.678463
117.999721,100.50882209,100.77958771,0.54979555,0.54768139,0.54293265,0.53465201,3.20662351,1.40513476,4264.000000,inf,conduction,279.871815,312.999267,336.246160,403.631261,487.153388,628.801420,278.254068,311.191235,334.319516,401.445704,484.875384,627.205068
118.249998,100.64635811,100.92531588,0.54927698,0.54483995,0.54245077,0.70733725,2.55137855,-0.09692046,4264.000000,inf,conduction,279.657001,312.757546,335.986314,403.323161,486.796943,628.407274,278.043288,310.953985,334.064379,401.142640,484.523396,626.852623
118.500274,100.78376454,101.05132144,0.54875990,0.54335370,0.54197026,0.45938237,4.31539180,4.04858850,4264.000000,inf,conduction,279.442744,312.516450,335.727134,403.015829,486.441332,628.013868,277.833051,310.717343,333.809894,400.840329,484.172246,626.562472
118.749982,100.92072990,101.18502094,0.54824546,0.54445672,0.54149222,0.47984427,3.69053470,2.57372467,4264.000000,inf,conduction,279.229526,312.276520,335.469205,402.709958,486.087359,627.622091,277.623830,310.481841,333.556631,400.539451,483.822735,626.073271
119.000259,101.05787853,101.32742277,0.54773133,0.54571902,0.54101446,0.57382142,2.96590571,0.86355462,4264.000000,inf,conduction,279.016374,312.036661,335.211349,402.404152,485.733408,627.230156,277.414669,310.246406,333.303436,400.238634,483.473231,625.641066
119.249967,101.19458741,101.47335847,0.54721982,0.54285851,0.54053914,0.80730741,2.35519232,-0.53405485,4264.000000,inf,conduction,278.804255,311.797962,334.954734,402.099797,485.381084,626.839842,277.206517,310.012103,333.051455,399.939240,483.125317,625.310620
119.500243,101.33147971,101.59284908,0.54670861,0.54128783,0.54006409,0.45590559,4.16572029,3.72126973,4264.000000,inf,conduction,278.592199,311.559331,334.698190,401.795504,485.028780,626.449370,276.998423,309.777863,332.799539,399.639904,482.777443,624.978322
119.749951,101.46793357,101.72979616,0.54620001,0.54367725,0.53959147,0.49912814,3.43781636,1.99087952,4264.000000,inf,conduction,278.381167,311.321850,334.442879,401.492652,484.678092,626.060511,276.791330,309.544748,332.548830,399.341983,482.431178,624.494798
120.000228,101.60457100,101.87315765,0.54569169,0.54303841,0.53911912,0.62326590,2.75080085,0.38992603,4264.000000,inf,conduction,278.170197,311.084436,334.187635,401.189859,484.327421,625.671493,276.584294,309.311694,332.298182,399.044115,482.084909,624.094673
120.249935,101.74077129,102.00915379,0.54518596,0.53920247,0.53864916,0.49174663,3.83008828,2.95889781,4264.000000,inf,conduction,277.960245,310.848164,333.933616,400.888498,483.978356,625.284082,276.378252,309.079756,332.048733,398.747654,481.740221,623.779272
120.500212,101.87715529,102.13413146,0.54468051,0.53947348,0.53817947,0.46068347,3.94199387,3.21781201,4264.000000,inf,conduction,277.750352,310.611956,333.679662,400.587192,483.629306,624.896510,276.172264,308.847878,331.799343,398.451243,481.395569,623.397921
120.749920,102.01310343,102.27303100,0.54417762,0.54295460,0.53771216,0.52438663,3.20535585,1.45481800,4264.000000,inf,conduction,277.541469,310.376883,333.426924,400.287309,483.281852,624.510537,275.967264,308.617108,331.551143,398.156229,481.052497,622.938338
121.000196,102.14923542,102.41704048,0.54367501,0.54074529,0.53724511,0.68575078,2.55764408,-0.03664568,4264.000000,inf,conduction,277.332643,310.141871,333.174248,399.987478,482.934410,624.124403,275.762315,308.386395,331.303000,397.861263,480.709415,622.562293
121.249904,102.28493283,102.54285647,0.54317494,0.53786898,0.53678042,0.45665633,4.27368527,4.01206068,4264.000000,inf,conduction,277.124821,309.907985,332.922780,399.689061,482.588555,623.739862,275.558347,308.156783,331.056039,397.567684,480.367904,622.255472
121.500181,102.42081422,102.67440893,0.54267514,0.53897420,0.53631598,0.47089617,3.70995609,2.68025185,4264.000000,inf,conduction,276.917053,309.674159,332.671372,399.390694,482.242709,623.355158,275.354429,307.927225,330.809132,397.274151,480.026422,621.834356
121.749888,102.55626231,102.81457699,0.54217787,0.54090414,0.53585388,0.55589784,2.99427596,0.98359143,4264.000000,inf,conduction,276.710281,309.441451,332.421163,399.093730,481.898440,622.972039,275.151485,307.698761,330.563399,396.981996,479.686491,621.400136
122.000165,102.69189451,102.95901940,0.54168086,0.53806706,0.53539202,0.76512614,2.38421011,-0.41276346,4264.000000,inf,conduction,276.503563,309.208800,332.171012,398.796814,481.554177,622.588757,274.948589,307.470348,330.317717,396.689884,479.346551,621.042226
122.249873,102.82709466,103.07857300,0.54118635,0.53582963,0.53493250,0.45058383,4.18466651,3.82641381,4264.000000,inf,conduction,276.297834,308.977260,331.922052,398.501292,481.211483,622.207052,274.746660,307.243022,330.073202,396.399140,479.008167,620.726981
122.500149,102.96247905,103.21332200,0.54069210,0.53798356,0.53447320,0.48557770,3.48850675,2.17294896,4264.000000,inf,conduction,276.092155,308.745775,331.673147,398.205814,480.868791,621.825184,274.544777,307.015745,329.828736,396.108437,478.669803,620.289535
122.749857,103.09743265,103.35434135,0.54020033,0.53797838,0.53401622,0.59429170,2.80367260,0.57004312,4264.000000,inf,conduction,275.887459,308.515393,331.425425,397.911722,480.527659,621.444886,274.343854,306.789548,329.585429,395.819094,478.332966,619.877522
123.000134,103.23257060,103.49906064,0.53970881,0.53424792,0.53355947,0.86732164,2.22837487,-0.73498019,4264.000000,inf,conduction,275.682812,308.285063,331.177755,397.617673,480.186527,621.064424,274.142975,306.563397,329.342168,395.529789,477.996120,619.533381
123.249841,103.36727900,103.61398706,0.53921976,0.53373278,0.53310501,0.45204180,4.00718132,3.43433774,4264.000000,inf,conduction,275.479140,308.055829,330.931261,397.324999,479.846944,620.685525,273.943051,306.338319,329.100058,395.241834,477.660816,619.197721
123.500118,103.50217189,103.75067052,0.53873095,0.53683991,0.53265077,0.50432037,3.28358327,1.70603166,4264.000000,inf,conduction,275.275515,307.826645,330.684816,397.032365,479.507360,620.306461,273.743167,306.113285,328.857992,394.953915,477.325520,618.762298
123.749826,103.63663644,103.89226391,0.53824459,0.53515867,0.53219880,0.64054294,2.63195669,0.19952270,4264.000000,inf,conduction,275.072860,307.598549,330.439540,396.741098,479.169316,619.928953,273.544232,305.889316,328.617069,394.667338,476.991731,618.368642
124.000102,103.77128560,104.02196536,0.53775846,0.53069214,0.53174705,0.46330334,4.11812750,3.72789382,4264.000000,inf,conduction,274.870249,307.370501,330.194310,396.449868,478.831267,619.551279,273.345336,305.665389,328.376189,394.380794,476.657932,618.035041
124.249810,103.90550765,104.14838760,0.53727477,0.53185824,0.53129756,0.45790831,3.81245022,2.99941859,4264.000000,inf,conduction,274.668601,307.143534,329.950240,396.159996,478.494750,619.175155,273.147382,305.442520,328.136444,394.095584,476.325659,617.676620
124.500087,104.03991441,104.28633357,0.53679130,0.53581768,0.53084828,0.52697398,3.09654589,1.27962720,4264.000000,inf,conduction,274.466995,306.916613,329.706216,395.870159,478.158226,618.798863,272.949466,305.219691,327.896739,393.810404,475.993384,617.250980
124.749795,104.17389529,104.42830542,0.53631025,0.53328294,0.53040124,0.69602234,2.47738306,-0.14138824,4264.000000,inf,conduction,274.266345,306.690765,329.463343,395.581671,477.823223,618.424114,272.752485,304.997914,327.658161,393.526548,475.662597,616.872213
125.000071,104.30806098,104.55102619,0.53582942,0.52976640,0.52995440,0.44828097,4.21752157,3.97085304,4264.000000,inf,conduction,274.065736,306.464961,329.220514,395.293216,477.488212,618.049197,272.555539,304.776174,327.419621,393.242721,475.331801,616.545756
125.249779,104.44180199,104.68143958,0.53535098,0.53143537,0.52950978,0.46703885,3.62186441,2.55803235,4264.000000,inf,conduction,273.866077,306.240224,328.978828,395.006101,477.154713,617.675815,272.359523,304.555478,327.182202,392.960210,475.002511,616.167803
125.500055,104.57572794,104.82023447,0.53487276,0.53420713,0.52906536,0.55353332,2.92698770,0.90068882,4264.000000,inf,conduction,273.666456,306.015527,328.737183,394.719016,476.821203,617.302266,272.163540,304.334818,326.944818,392.677725,474.673211,615.754092
125.749763,104.70923039,104.96244046,0.53439692,0.53137548,0.52862316,0.76259325,2.33826776,-0.44576302,4264.000000,inf,conduction,273.467779,305.791891,328.496675,394.433262,476.489196,616.930244,271.968481,304.115195,326.708547,392.396547,474.345382,615.387340
126.000040,104.84291787,105.08025206,0.53392128,0.52865739,0.52818114,0.44440506,4.12297673,3.76190876,4264.000000,inf,conduction,273.269139,305.568293,328.256206,394.147537,476.157177,616.558053,271.773453,303.895607,326.472310,392.115394,474.017543,615.062028
126.249748,104.97618305,105.21295712,0.53344801,0.53110318,0.52774131,0.47883250,3.44295460,2.14296565,4264.000000,inf,conduction,273.071436,305.345748,328.016865,393.863135,475.826651,616.187384,271.579342,303.677048,326.237177,391.835539,473.691191,614.672438
126.500024,105.10963337,105.35232373,0.53297494,0.53094142,0.52730167,0.58408508,2.77382677,0.57856710,4264.000000,inf,conduction,272.873767,305.123240,327.777561,393.578758,475.496111,615.816545,271.385261,303.458521,326.002077,391.555706,473.364820,614.270443
126.749732,105.24266256,105.49465345,0.53250421,0.52697664,0.52686420,0.84276884,2.21306876,-0.68981380,4264.000000,inf,conduction,272.677030,304.901777,327.539379,393.295696,475.167055,615.447221,271.192091,303.241018,325.768075,391.277163,473.039905,613.913394
127.000009,105.37587698,105.60865441,0.53203368,0.52649649,0.52642692,0.44510566,3.98054512,3.45259459,4264.000000,inf,conduction,272.480326,304.680350,327.301230,393.012656,474.837983,615.077726,270.998950,303.023544,325.534102,390.998640,472.714979,613.584007
127.249716,105.50867144,105.74282810,0.53156547,0.52963479,0.52599179,0.49290036,3.27821977,1.77373348,4264.000000,inf,conduction,272.284546,304.459961,327.064197,392.730924,474.510387,614.709739,270.806713,302.807087,325.301220,390.721400,472.391519,613.190473
127.499993,105.64165124,105.88256942,0.53109746,0.52763531,0.52555683,0.61877242,2.63577055,0.29225035,4264.000000,inf,conduction,272.088798,304.239605,326.827195,392.449212,474.182771,614.341581,270.614503,302.590659,325.068366,390.444176,472.068035,612.799121
127.750269,105.77451406,106.01327986,0.53063070,0.52376219,0.52512304,0.46817577,3.89553816,3.28407884,4264.000000,inf,conduction,271.893525,304.019783,326.590763,392.168160,473.855881,613.974089,270.422757,302.374750,324.836069,390.167599,471.745259,612.449182
127.999977,105.90695866,106.13582608,0.53016624,0.52455545,0.52469138,0.44858472,3.82802350,3.11721420,4264.000000,inf,conduction,271.699168,303.800989,326.355436,391.888403,473.530455,613.608095,270.231906,302.159848,324.604851,389.892293,471.423934,612.113989
128.250254,106.03958873,106.27129549,0.52970196,0.52837510,0.52425989,0.50916173,3.12657879,1.43282497,4264.000000,inf,conduction,271.504840,303.582224,326.120137,391.608663,473.205005,613.241929,270.041080,301.944971,324.373658,389.617000,471.102594,611.720536
128.499962,106.17180172,106.41095121,0.52923996,0.52626683,0.52383052,0.65776465,2.51152041,0.01666634,4264.000000,inf,conduction,271.311421,303.364482,325.885934,391.330209,472.881011,612.877253,269.851143,301.731095,324.143539,389.342970,470.782683,611.339430
128.750238,106.30420027,106.53500575,0.52877815,0.52152716,0.52340131,0.44698059,4.14921999,3.90275707,4264.000000,inf,conduction,271.118029,303.146768,325.651759,391.051770,472.556992,612.512405,269.661229,301.517241,323.913442,389.068951,470.462742,610.995881
128.999946,106.43618288,106.66155466,0.52831860,0.52333705,0.52297420,0.45400427,3.67898707,2.78194213,4264.000000,inf,conduction,270.925541,302.930069,325.418672,390.774609,472.234420,612.149041,269.472199,301.304382,323.684412,388.796188,470.144236,610.653719
129.250223,106.56835115,106.79768645,0.52785922,0.52780552,0.52254725,0.52696806,2.99069238,1.12110556,4264.000000,inf,conduction,270.733078,302.713396,325.185611,390.497461,471.911821,611.785504,269.283191,301.091544,323.455402,388.523433,469.825709,610.263896
129.499930,106.70010460,106.93745751,0.52740210,0.52528628,0.52212239,0.70123004,2.39985381,-0.23378514,4264.000000,inf,conduction,270.541514,302.497732,324.953632,390.221584,471.590659,611.423444,269.095060,300.879694,323.227452,388.251926,469.508594,609.890847
129.750207,106.83204378,107.05689527,0.52694514,0.52094142,0.52169767,0.43967928,4.14150422,3.89122144,4264.000000,inf,conduction,270.349972,302.282092,324.721676,389.945717,471.269470,611.061210,268.906949,300.667863,322.999521,387.980426,469.191447,609.552307
129.999915,106.96356928,107.18571568,0.52649041,0.52336079,0.52127504,0.46083945,3.53886845,2.45370766,4264.000000,inf,conduction,270.159322,302.067455,324.490795,389.671112,470.949709,610.700447,268.719711,300.457013,322.772642,387.710165,468.875718,609.204100
130.250191,107.09528060,107.32228495,0.52603585,0.52561136,0.52085255,0.54625038,2.86818722,0.85880290,4264.000000,inf,conduction,269.968695,301.852840,324.259936,389.396515,470.629919,610.339509,268.532491,300.246182,322.545781,387.439909,468.559962,608.819101
130.499899,107.22657934,107.46208262,0.52558351,0.52206499,0.52043211,0.74929717,2.29966105,-0.43242117,4264.000000,inf,conduction,269.778953,301.639220,324.030145,389.123174,470.311549,609.980036,268.346138,300.036325,322.319966,387.170885,468.245602,608.452972
